abbrev,        name,                                        scalerank,        type,             location,                                   country,                        city,                           city_location,              elevation
DEL,           Indira Gandhi Int'l,                         2,                major,            POINT(77.0878362565332 28.5592039760586),   India,                          Najafgarh,                      POINT(76.9798 28.6092),     237.0
DEN,           Denver Int'l,                                2,                major,            POINT(-104.673797338542 39.8494613881509),  United States,                  Denver,                         POINT(-104.8758 39.762),    1656.0
DFW,           Dallas-Ft. Worth Int'l,                      2,                major,            POINT(-97.0403710741144 32.9001505594816),  United States,                  Irving,                         POINT(-96.9702 32.8583),    184.0
DMK,           Don Muang Int'l,                             2,                major,            POINT(100.602578626505 13.9202766010347),   Thailand,                       Bangkok,                        POINT(100.4942 13.7525),    
DXB,           Dubai Int'l,                                 2,                major,            POINT(55.3540769172243 25.2525655938182),   United Arab Emirates,           Dubai,                          POINT(55.2972 25.2631),     11.0
EWR,           Newark Int'l,                                2,                major,            POINT(-74.1771472796706 40.6904798278929),  United States,                  New York,                       POINT(-73.9249 40.6943),    6.0
EZE,           Ministro Pistarini Int'l,                    2,                major,            POINT(-58.5412456939382 -34.8136469380323), Argentina,                      José María Ezeiza,              POINT(-58.5167 -34.8333),   
FLL,           Fort Lauderdale Hollywood Int'l,             2,                major,            POINT(-80.1452588465189 26.0717095746827),  United States,                  Hollywood,                      POINT(-80.1679 26.0293),    3.0
IAH,           George Bush Intercontinental,                2,                major,            POINT(-95.3337047912947 29.9865909034907),  United States,                  Houston,                        POINT(-95.3885 29.786),     30.0
IST,           Atatürk Hava Limani,                         2,                major,            POINT(28.8195493087893 40.9778388177797),   Turkey,                         Istanbul,                       POINT(28.955 41.0136),      50.0
JNB,           OR Tambo Int'l,                              2,                major,            POINT(28.2319885648741 -26.1320953994887),  South Africa,                   Johannesburg,                   POINT(28.0456 -26.2044),    1695.0
JNU,           Juneau Int'l,                                2,                mid,              POINT(-134.583573037872 58.3589441045951),  United States,                  Juneau,                         POINT(-134.1739 58.4546),   6.0
LAX,           Los Angeles Int'l,                           2,                major,            POINT(-118.402468548522 33.9441742543586),  United States,                  Los Angeles,                    POINT(-118.4068 34.1141),   39.0
LIN,           Linate,                                      2,                major,            POINT(9.27996629691061 45.4603938456252),   Italy,                          Milan,                          POINT(9.19 45.4669),        108.0
